Gene.Name.Corresponding.To.Protein	LFQ.intensity.ERp_A_103	LFQ.intensity.ERp_A_104	LFQ.intensity.ERp_A_110	LFQ.intensity.ERp_A_123	LFQ.intensity.ERp_A_137	LFQ.intensity.ERp_A_138	LFQ.intensity.ERp_A_143	LFQ.intensity.ERp_A_144	LFQ.intensity.ERp_A_164	LFQ.intensity.TNBC_10	LFQ.intensity.TNBC_107	LFQ.intensity.TNBC_108	LFQ.intensity.TNBC_12	LFQ.intensity.TNBC_153	LFQ.intensity.TNBC_178	LFQ.intensity.TNBC_188	LFQ.intensity.TNBC_203	LFQ.intensity.TNBC_21
RPL6	22.09139	22.65652	21.86548	22.00278	22.53616	17.41498	22.19677	22.49341	22.34981	23.45663	23.15182	23.42432	22.97071	22.22894	22.9922	23.4462	22.66106	23.39872
LMNB2	19.92771	21.54496	20.63458	20.89962	20.50397	21.61814	18.95929	20.57358	21.1447	21.64891	20.43074	20.96416	21.5751	20.00949	20.72301	19.21445	19.51059	21.31943
GLO1	19.05986	19.72411	19.78726	18.59674	20.26637	20.32334	19.72024	20.79844	19.60384	20.79828	19.91374	19.40183	20.44889	19.63761	19.76772	20.11312	20.64068	20.29603
BAX	19.7837	19.50876	18.49658	19.05555	19.44206	19.72494	19.47576	19.17104	19.66943	18.51472	19.27102	19.00113	18.91196	20.91452	19.96127	19.89701	18.23865	18.3918
DHX9	21.49326	22.50004	21.50998	23.03056	22.53234	16.29891	22.01042	20.99169	21.68097	22.29692	20.99886	22.85575	22.85519	21.43303	21.19994	21.67487	22.73979	22.40938
CBX3	20.85453	20.03885	19.3778	20.81847	22.30811	16.07623	19.34069	22.00967	21.31595	19.15175	21.05066	22.68376	21.13558	23.07184	20.87267	21.23929	21.66006	20.13884
SELENBP1	22.3688	21.70388	22.93961	22.11918	22.92593	17.58886	22.95709	22.49531	22.28099	20.04886	20.61234	20.94077	22.23216	16.65832	15.61809	23.42368	21.23034	19.53311
SRSF9	19.17843	16.97313	19.12326	18.20929	20.72925	20.97554	19.17324	20.85612	20.09816	18.39188	18.36059	19.7476	18.5677	20.6154	19.91392	20.08641	18.97062	19.57448
SRSF6	19.84471	19.67773	19.4996	21.71904	21.55815	21.14787	20.15931	20.9878	20.91794	21.59864	18.65379	21.45518	22.05354	20.42726	19.82994	20.54472	20.38606	22.56679
TRIM28	21.69353	22.62638	15.54651	23.34935	21.81562	21.92347	21.75405	22.07078	22.58994	21.94585	20.36762	22.57789	22.7599	23.74016	21.07294	22.06947	22.04156	21.49999
G3BP1	19.08734	18.76558	19.76892	20.59332	19.69324	15.82331	18.87237	20.34365	20.42931	19.28798	18.94827	21.09159	20.75026	20.00813	19.87092	20.38732	20.35165	20.32608
PDAP1	19.88501	20.50649	20.63626	21.15091	20.32036	15.76642	18.97068	21.08115	20.79178	20.83129	19.82478	21.58784	20.38364	20.57376	20.63777	19.89627	20.2267	20.34256
VAMP3	20.37507	20.02999	18.96404	19.66804	20.20824	19.2687	20.18447	19.81466	20.14544	20.66735	21.23116	20.73529	21.23713	20.22412	21.19814	19.98357	19.10799	19.5698
ZYX	19.96508	20.30173	19.68235	20.84169	19.7589	19.37494	20.41421	19.91666	20.51075	20.30419	20.30964	20.64289	21.03416	20.45282	20.83923	19.29266	20.78891	21.61171
TCEAL5	19.78738	19.8671	20.78045	20.33505	20.40582	18.81763	19.65988	21.2257	20.81339	19.22536	18.72507	18.57448	22.18513	19.29347	17.66206	17.15778	16.86882	19.40433
AHNAK2	20.86959	22.76258	24.1145	21.58233	22.33876	18.80171	21.77402	23.98555	22.35837	15.8969	26.19892	21.5373	25.33807	20.00717	22.09873	22.38837	19.88059	21.47511
BRK1	20.06947	20.82485	19.79593	19.83451	19.98787	21.60639	21.13245	20.94856	20.408	21.36864	20.87072	21.08673	20.61881	21.09995	21.20616	20.00635	19.26929	20.99562
PRKCDBP	21.57247	22.54724	21.83492	19.98593	21.89774	22.95591	22.32309	20.94399	21.25303	17.78065	22.00161	20.40842	21.84272	20.30986	20.65927	19.4255	20.09713	20.55169
CCDC124	20.21999	20.02229	19.97365	19.9333	19.80194	20.59241	20.52382	20.62239	20.74386	20.59478	19.83116	20.77732	20.8511	21.02709	22.25994	20.29322	18.5527	20.67883
HNRNPUL1	20.33243	18.5978	19.37749	20.82943	20.61099	19.00539	20.84736	20.45954	20.37518	20.73909	18.77159	20.81777	21.65294	19.95333	18.75258	19.90836	20.06645	21.4491
HINT2	20.56309	16.80159	20.16177	19.15029	20.96698	20.63485	20.1121	20.50242	20.81417	16.23701	20.60332	19.52014	16.73445	19.56687	19.73183	20.32915	20.26499	16.45836
APMAP	21.26104	19.29632	19.97309	21.47482	20.12263	19.62259	19.68195	20.24098	20.43033	16.65156	20.19027	20.5514	19.53391	19.85682	18.89324	19.43801	19.09042	20.45171
NANS	21.48851	20.70193	20.81104	21.18954	21.03255	15.75006	22.59213	20.36292	21.78029	20.38984	20.28025	20.48375	22.51843	21.03275	20.47675	20.50096	20.51557	20.87455
NDUFA13	20.29972	16.81413	21.13471	19.77993	20.50125	20.19292	20.37039	20.47991	20.1841	18.69326	20.52554	20.08369	19.32703	19.93431	21.20228	21.38079	20.46663	16.0155
ATPIF1	19.81905	20.06933	20.6256	19.71865	20.86037	19.90241	20.28861	21.42414	20.60141	20.07143	20.52908	20.23666	20.92911	20.00415	19.80417	20.36517	20.27116	20.70868
RALY	21.61167	22.89323	20.51788	22.08301	21.79555	21.08706	21.49892	21.93449	22.01978	22.23482	20.07339	23.249	22.52936	22.45483	19.85541	21.75271	22.16125	22.70049
CDV3	21.1354	21.71091	20.58811	20.4864	21.15233	16.14209	20.99113	21.55618	22.1528	23.08395	21.99656	22.95786	22.78524	22.69081	22.46032	21.42941	21.92263	21.56667
SNX12	19.71148	20.49189	19.44552	19.40285	20.22894	15.60295	19.98635	19.4534	20.24481	19.62485	19.60158	19.10613	19.90494	19.94349	19.91701	19.52507	19.35709	20.2143
NSFL1C	21.50514	20.66874	20.98224	20.8012	21.35316	15.95798	21.88107	21.52683	22.14034	21.36592	20.94407	21.78684	22.18186	21.42716	20.77056	21.30536	20.58435	22.42132
BGN	23.2832	23.19761	23.15949	23.27256	21.43385	22.81907	24.18624	21.57792	22.26132	22.76409	23.08534	21.46234	22.86161	22.95163	21.42188	21.20066	19.21476	22.87534
SRSF7	20.45212	21.12987	20.84598	22.7417	21.9143	22.504	20.18204	21.35429	21.62292	21.18192	19.51189	22.51701	21.01951	21.2863	20.96804	21.61437	21.82353	20.96381
SRI	21.95518	20.11095	21.4225	22.83227	23.60229	22.46725	21.59063	22.28582	20.974	19.77104	21.76673	21.83063	22.71658	21.33554	22.55328	19.53308	20.7123	21.58962
WDR1	21.67676	22.02144	21.45005	21.96909	22.26668	21.49536	22.86906	22.39762	22.38964	22.2214	22.38638	22.62353	22.39213	22.36386	22.24615	22.19773	23.01226	22.74378
SNRPG	20.79844	20.12086	20.7649	21.20646	21.58578	22.57542	20.35003	21.76422	21.10079	21.27714	20.86597	21.14146	20.99728	22.10754	21.64852	21.72222	20.61979	21.82954
CAPZB	21.13031	19.77382	20.82881	21.54557	20.98148	19.48884	21.69506	22.12376	21.51335	21.12383	21.82516	22.44223	22.31379	21.70303	21.71116	22.40007	22.17469	23.06901
TXNDC5	20.74846	20.70666	20.33538	21.92423	19.90651	20.56941	21.13157	20.34375	20.95298	20.84176	23.11041	21.75165	20.84468	21.89925	21.31623	21.87031	21.67323	20.61782
PDIA3	23.49814	24.34333	22.50264	25.03901	23.20514	21.87912	24.14849	23.41248	23.45563	23.49668	24.7756	23.79164	23.95207	23.75134	25.33987	24.04202	25.04239	24.36433
HNRPA3	20.62212	19.98801	19.14093	21.61675	21.63945	20.75996	21.62765	20.76442	20.78899	21.65944	19.99479	19.82955	22.05046	21.1949	20.61513	19.8707	20.06447	21.71758
IDH2	21.56412	22.84034	21.14849	20.6856	19.15911	20.24968	21.67111	21.55731	22.18035	18.80045	23.36453	21.55398	21.69795	23.84038	21.20824	21.96582	22.87369	21.92546
DYNLRB1	21.96526	21.60933	21.89219	21.18041	21.20461	21.81948	21.90749	20.5364	21.56291	21.6715	21.53189	22.224	21.26585	22.17706	22.28107	22.12067	20.97855	21.09918
SNRPD3	21.55136	21.40702	21.97879	21.91156	23.15247	22.77364	22.17139	22.12427	21.86495	21.50954	21.75083	22.23751	22.04123	22.62703	22.31769	22.57307	21.78931	21.70303
VDAC2	21.00051	21.18441	21.53583	21.45488	20.9941	20.86037	21.58838	22.64015	20.67504	22.40177	21.9214	21.98597	22.24907	21.27316	21.16742	22.39919	22.90312	22.49365
ABHD14B	22.54588	19.4179	23.55485	20.03698	23.89828	22.6906	22.73391	23.69466	22.40517	20.98815	22.13442	21.83992	22.63757	21.3596	20.818	22.44438	21.50838	19.74503
RAP1B	22.23351	21.97053	21.16938	21.50436	22.19734	21.41864	21.48306	21.75524	21.18356	18.96759	22.96856	21.73686	19.71679	21.02931	21.52765	21.64055	20.93582	19.94221
TPP1	22.82912	20.57976	22.06293	21.99227	22.46929	22.43023	22.25006	23.89587	22.84353	21.65421	21.28529	21.00731	23.39676	21.41488	23.17903	22.0921	21.1038	21.828
RAB11B	23.24102	22.99023	23.01143	22.5204	23.47754	22.92328	23.20431	23.55532	23.12961	23.15007	23.27313	23.14535	23.22277	23.64339	23.30173	23.57404	23.16601	23.53955
CAPG	23.94271	23.3692	22.46767	23.12838	23.8812	20.02945	23.8447	23.83432	23.53718	24.42374	23.46775	23.81675	24.48947	23.77946	25.19704	23.38956	24.14701	24.61285
LGALS3BP	22.9843	22.85916	22.4549	22.49211	22.43543	21.05192	22.19298	24.12849	23.48148	20.14408	21.66132	22.33202	21.25632	21.42491	22.56628	20.81057	22.44847	18.25345
SRSF3	22.41388	22.01879	19.85757	23.4545	23.3889	23.86552	22.74146	22.7292	22.95922	21.56048	21.89356	22.93404	21.50164	22.97904	22.91654	23.12769	22.93961	21.00223
PDIA6	22.23333	22.95807	21.67736	22.38809	21.54821	21.50227	21.68046	21.86959	22.14295	22.36861	23.55707	23.22028	21.79158	22.61052	23.50458	23.97762	23.24782	21.82174
RAN	22.47115	22.97392	22.48126	22.80758	23.36038	22.68934	22.54644	23.16103	22.99819	23.27498	23.09205	23.41313	23.48358	23.43173	23.38007	23.35783	23.14838	24.44417
MYL6	22.27472	22.21602	23.04394	23.63964	23.48898	23.54109	22.11486	23.18613	22.09088	21.4314	22.69543	22.30844	21.9276	23.38298	22.18686	22.58467	23.02242	21.87849
PTMA	23.37398	24.23659	23.56104	23.08672	24.90495	24.99257	23.81304	23.94378	24.15985	25.44035	24.65168	25.39771	24.5798	24.72983	23.96129	23.69604	22.64876	24.53837
RPSA	24.03616	23.73841	24.35299	23.98494	24.61195	24.25061	24.27576	24.41164	24.11767	24.44354	25.08934	25.33026	24.71827	24.64069	24.88078	25.16818	24.32958	24.72702
ALB	25.52007	24.90545	25.85236	27.10199	25.24351	25.62845	25.62617	25.77321	26.24757	25.0375	26.15534	26.18663	26.55681	25.85769	24.68726	25.37491	26.18894	26.31131
KRT8	26.7929	26.26926	25.21345	26.05076	25.57721	26.62352	25.72975	25.129	26.09317	24.63909	22.62136	23.63345	26.82141	23.60467	23.61885	23.09215	26.55777	25.35134
CAP1	22.29494	23.32086	19.22861	22.50932	20.91108	20.51364	23.5254	21.35612	23.24224	22.81503	21.96106	22.78203	22.71022	22.7324	23.3221	22.40909	22.50133	23.51617
SERBP1	22.26207	23.23222	22.07852	22.45207	22.38453	22.27748	22.39218	22.12584	22.62547	23.79511	21.93603	23.05457	22.75169	23.19379	22.80223	22.88998	22.85907	24.11148
HNRNPD	22.20344	19.86614	21.72509	22.42857	22.77034	20.70362	22.3443	23.03043	22.34454	21.91583	21.80982	22.83613	22.60193	22.28687	21.71791	23.26699	22.21685	21.5451
TBCA	21.82931	21.78005	20.43532	21.30151	21.77149	20.68209	21.66293	21.62524	21.17773	20.75613	21.08822	21.44728	18.85026	21.31186	22.23242	21.73756	20.59204	21.31595
RPS24	21.83202	20.05867	21.37252	21.84418	22.8697	21.91558	21.52631	21.65014	21.52807	19.69954	23.11605	22.45149	19.98245	22.23538	22.81382	22.51309	20.57552	19.96381
HNRNPR	21.8057	22.44541	21.46433	22.51384	22.57249	20.12452	22.24264	22.01505	21.81632	20.83538	21.05371	22.47857	20.74821	22.32515	21.47991	21.56444	22.51958	19.72229
GDI2	22.30605	22.45129	22.37523	23.12436	22.58708	21.54529	22.23064	23.42111	22.64902	22.16153	22.90894	23.06049	22.10898	22.89024	21.96962	23.99929	23.89754	23.18433
HCLS1	19.27765	20.2314	18.94661	19.23757	20.33178	20.08395	19.92064	20.58049	19.99355	21.00642	20.55918	22.38835	21.78037	20.61827	20.48591	20.17974	19.58976	21.36373
RPL4	22.65844	23.15479	22.41331	23.507	22.58937	21.04046	22.55497	22.81831	22.88066	23.58532	22.99492	23.77243	23.35165	22.59562	23.13247	23.8738	23.29137	24.14826
ADRM1	19.15088	19.76919	18.69659	19.47207	19.56	18.67538	18.57895	19.45571	19.65004	19.79649	19.19253	19.61667	19.91051	20.1657	20.23105	19.63281	19.13496	20.17402
ANXA6	22.17063	24.27831	22.42785	22.79124	22.22241	20.68902	22.76148	22.60298	22.31761	21.18858	22.53131	22.45332	21.02648	22.14647	20.55394	23.18285	22.9429	20.81761
PRDX3	21.76701	19.41568	22.95221	21.81554	22.77189	22.3199	22.63471	23.48112	21.57483	19.95589	22.19547	22.18189	21.21815	21.81343	22.17956	22.95335	22.17871	20.041
CSRP1	21.32003	22.33544	20.83592	21.7123	21.36164	21.6874	21.8685	20.00772	21.36805	22.37042	21.63325	20.79915	21.42163	20.99893	19.91535	20.13245	19.46126	21.30246
FAU	22.08968	22.19884	21.81425	21.65027	22.31055	22.76304	22.22403	21.82916	21.63724	22.84694	22.72551	22.61762	22.43843	22.49055	22.87959	22.86429	21.34992	22.35802
GLUD1	23.11607	22.33222	23.04205	22.69296	22.92669	19.87851	23.28673	24.03641	22.48763	21.60905	23.00905	22.50809	23.49351	22.19884	22.69213	22.9922	22.6311	21.58838
MDH1	20.77217	20.20443	21.78201	20.59996	21.09088	20.26327	21.21863	20.95766	21.0316	20.64289	19.98315	21.24592	20.40489	21.24441	20.86136	21.88491	21.48503	19.52047
COL1A2	27.86685	27.82645	28.69222	28.00967	27.88454	30.45885	27.03044	26.09991	26.81592	26.89319	26.55128	25.23776	26.94771	26.40673	25.79012	24.69408	24.06686	26.73079
GNAI2	21.06065	21.42737	21.27799	21.79685	21.48326	20.381	21.27361	21.1916	20.8001	21.06388	21.98624	22.56141	21.34538	20.66518	21.48881	21.39671	21.63662	21.57071
PPM1G	23.76172	22.87027	24.74206	24.72588	23.85538	25.27799	22.23675	21.29109	23.17306	23.72889	21.70197	21.0807	23.4929	22.56869	22.17078	20.701	20.98329	23.30341
DDX39B	21.47006	23.08132	21.18713	22.43275	22.26925	21.29334	22.06474	21.57847	21.78421	22.07346	21.14488	22.43962	22.08463	21.84946	21.93898	21.85121	21.92886	22.25341
HNRNPA1	24.20859	23.96182	24.01521	25.47138	25.29639	24.4412	24.46245	24.79764	25.25796	24.66731	23.75878	25.30703	24.88525	25.77004	24.60868	24.86707	24.97369	25.5405
TUBB	26.73544	26.51156	26.26345	27.42862	27.30504	26.82505	26.88728	27.27977	26.60484	25.25584	26.08784	27.09698	26.14637	26.77254	26.41077	27.01009	27.43365	25.73645
RPL18	23.1663	22.2	23.50785	23.43746	23.81343	23.72057	22.95551	23.39218	23.6084	23.54392	23.98572	25.1668	23.24495	23.79303	23.98329	24.30083	23.80922	23.20525
RAB5C	20.52974	19.96409	20.80522	21.28235	21.39074	19.53157	20.49209	21.675	21.21175	19.46022	20.91357	20.67538	20.13182	19.64458	20.83515	21.59254	20.81917	21.39843
RPL32	23.15715	21.31169	21.97869	22.41651	22.13446	22.95674	22.70339	22.00532	22.27748	23.40652	22.67956	23.27824	22.55068	22.80333	23.39506	22.99902	21.86367	23.23447
SERPINA3	24.0118	22.43206	23.44809	23.20414	23.16457	23.2213	22.96916	24.11514	24.71628	22.92479	25.7748	23.24464	23.5438	22.37053	24.55684	22.557	23.45073	24.7177
PSMA6	22.05245	22.18256	21.49639	21.66718	22.06289	21.81296	22.42742	22.02296	22.50841	21.40463	22.1337	22.54666	21.76947	22.6187	22.7275	22.79186	22.22773	21.76101
HNRNPH1	22.44015	22.48837	22.74766	23.86684	23.48738	22.85422	22.9658	22.95188	23.22992	22.66874	21.80601	24.5597	23.05644	23.7416	22.53789	22.57994	23.27384	22.56514
CALM2	23.87286	23.38798	25.49616	24.3364	25.46395	25.00547	23.31893	24.21089	23.29572	23.49863	23.76971	24.44285	23.87586	24.02682	23.87699	24.22369	23.82794	23.36038
HSPA1B	24.93508	24.77158	25.79025	25.94742	25.80939	23.80735	25.01886	26.06669	25.45428	25.23721	23.92877	24.45607	26.53105	24.04727	24.48769	24.71529	26.66939	24.68389
DDX17	22.36349	22.55056	20.61135	22.80853	22.34903	20.58536	22.60991	21.79677	22.61394	22.74548	21.3024	22.91236	22.93616	22.78001	21.74476	21.68804	22.41248	22.97621
PDLIM1	22.11559	22.25428	21.049	20.43227	22.82578	20.98551	22.70906	19.87763	22.16076	21.05907	22.14467	21.87646	21.96684	21.91265	20.95681	20.21502	19.84528	20.50659
CLIC1	22.61425	21.91123	22.2951	22.6543	23.39532	21.94414	22.5472	23.21494	22.63883	22.63099	22.38659	23.18749	22.41015	22.95287	23.15757	23.70197	23.74591	22.32512
HMGN4	21.19165	21.6082	21.70771	21.2948	22.41792	21.32224	20.72617	21.92162	22.07035	23.53017	21.35966	21.72305	23.31036	21.71908	21.72092	21.26871	20.95865	22.49487
HSPB6	21.88781	22.10818	25.24768	18.34247	23.41815	24.14507	22.15909	21.74135	19.22783	18.83664	21.82202	20.40572	21.7238	21.12016	21.00696	20.58573	20.54821	19.99162
SLC9A3R1	22.81227	20.6536	21.84846	22.78225	22.11413	21.77652	21.68872	23.72952	23.31741	20.26293	21.37809	22.16328	22.72032	21.22594	18.99582	22.61324	22.67079	21.73459
MYL12B	23.38877	23.17487	23.26084	23.44481	23.87858	22.98763	23.42047	23.22104	23.11721	21.99127	23.85205	22.78578	22.88498	24.1928	24.20411	23.34841	23.0665	22.88209
ARPC3	20.15041	20.96466	21.7213	20.98029	21.37867	20.1717	18.98329	21.39713	20.45654	17.61863	20.42747	21.11095	19.00794	20.24412	20.50465	20.04713	19.05883	18.20156
ARPC5	21.17274	20.67081	21.21407	20.67745	21.50693	20.8738	21.13821	21.54604	20.81026	21.8423	22.33955	22.69846	22.03332	21.54463	21.7453	21.43212	20.56755	22.12701
ACTN4	22.39744	22.48493	23.40963	24.00393	23.43097	23.79719	23.13776	23.01204	22.24461	22.87076	22.84971	22.78197	21.77868	22.71026	22.87029	22.88245	23.82987	22.87955
EDF1	20.38385	20.6472	19.96282	19.74059	20.00072	20.47338	19.71099	20.61737	20.05656	21.82648	20.3144	20.70978	20.22459	21.16815	20.71146	20.63954	19.94206	20.43614
CUTA	20.3297	19.34447	20.39916	20.13107	20.61728	20.25084	20.81925	20.96459	19.77734	19.32722	20.7496	20.73917	18.63626	20.18665	20.26888	21.40914	19.9894	17.8065
GBAS	21.1225	21.05457	22.21	19.84034	20.52879	21.87725	20.82112	21.47046	21.24638	20.64474	20.07379	20.18834	22.08284	20.21241	20.62712	20.89697	20.10034	20.7275
H2AFY	22.74195	22.58605	22.6061	22.51068	23.406	22.85964	22.77457	23.75624	22.85512	24.12983	23.28447	23.30494	25.03095	21.75906	22.31857	22.93063	22.68417	23.46787
SEC22B	21.53141	22.10888	21.32833	21.56807	20.79233	19.89806	21.80333	20.83507	20.82034	20.95177	21.73575	22.55077	20.7128	19.89652	20.6844	21.45463	20.92636	21.20102
BANF1	21.75152	19.34936	22.71154	22.42419	23.68464	23.57496	21.065	22.78029	21.59277	19.70914	21.31324	22.59669	18.6837	22.50135	21.50775	22.68834	20.77491	17.29643
PGLS	22.6184	23.19897	21.87646	22.41121	22.65938	21.99106	22.36287	22.29782	22.23713	21.59058	21.51307	22.31548	22.54206	22.34922	22.85984	22.58848	21.63391	22.28173
CYB5A	22.42529	21.419	23.43771	22.44978	23.52061	21.07215	23.6712	21.84885	21.30719	19.77156	21.13189	22.2469	23.04938	21.37305	21.24841	21.62827	19.48064	19.0882
LDHA	23.96605	22.82672	24.11529	23.4008	23.66958	22.29656	23.92143	24.23037	23.1014	21.76943	23.50033	23.32526	23.78856	23.46101	24.40717	24.01223	23.48407	24.59029
MT-CO2	21.45699	21.63467	22.96406	22.13091	22.05172	22.55882	21.31672	23.24054	21.80479	19.73365	22.43817	21.76527	20.89984	21.88375	22.13025	22.77977	21.61054	19.13694
PGK1	24.38975	23.46301	24.45155	23.70883	24.07243	23.19162	24.34001	24.22604	24.39917	23.38561	24.32876	24.82226	24.57571	24.60122	24.79774	24.09362	25.15653	24.82852
HP	21.64724	22.2955	22.92015	20.29244	21.50125	21.43084	21.76555	21.60427	22.63956	21.81053	24.71628	22.2543	22.21969	21.77587	21.78077	22.07222	22.14205	22.18958
SERPINC1	22.20887	20.97757	23.04702	21.82854	21.55572	23.44859	21.15072	22.0844	22.06943	20.26728	22.37496	21.38585	20.68432	22.16146	22.30419	21.34473	20.79368	20.38279
SERPINA1	23.64724	21.52492	23.33838	22.11655	22.46725	22.5227	23.07689	23.43505	22.44106	22.65674	23.60184	22.47075	22.92651	22.35283	22.15112	22.49358	22.88163	22.37528
C3	19.62934	21.10949	20.99452	21.57676	19.63812	19.48127	19.85056	21.22929	21.05484	20.62275	23.92425	21.03557	21.64856	19.94407	21.55871	20.43979	21.81917	21.95893
IGHG1	21.14115	21.58596	22.22829	22.37101	21.57224	23.38548	20.99348	22.06289	22.02793	22.45621	23.99352	23.31285	21.76369	21.97074	21.9397	21.14283	23.67691	21.96937
IGHA1	21.39953	21.15777	21.58898	24.6781	22.09049	23.25926	22.807	23.93859	23.35138	22.54158	23.64405	21.78485	21.56067	21.93207	21.83098	21.82676	23.368	24.21956
COL1A1	25.1931	25.53828	25.87933	25.47091	24.89259	27.66804	24.81005	23.3769	23.77465	24.2322	24.28058	23.08445	24.00127	23.46613	23.19519	22.27552	21.69664	24.04652
LMNA	24.33817	25.315	24.70261	25.34554	25.00363	26.07582	24.50743	24.46145	24.68672	25.44361	24.54398	23.99291	25.19933	23.13064	24.14274	23.514	24.53214	24.81914
APOA1	23.22614	22.30558	24.22869	23.0484	23.72046	23.41351	22.76018	24.47537	23.71156	23.03213	24.91306	24.366	24.21638	23.84345	22.87121	23.10354	23.73727	24.15074
APOE	22.32929	22.3996	23.16451	20.98642	20.43522	21.78425	22.25491	21.24086	25.02745	22.79138	23.04978	21.8081	23.39179	22.48065	22.50001	21.84923	22.05861	24.05805
FGA	22.26032	22.16941	24.31174	22.63544	23.51304	23.61291	22.63176	24.51473	21.56458	22.19099	25.15484	23.24086	22.72989	22.9936	24.26342	21.8617	22.48785	23.10679
FGB	21.75197	22.63412	22.21309	20.43726	21.61275	22.15081	21.6141	22.70371	20.74534	21.65618	24.63473	20.54971	22.63724	21.59026	24.2467	20.68603	21.3722	22.42969
APCS	24.51545	24.63184	25.40669	21.87249	23.32444	24.16867	22.90529	22.567	23.48505	21.93959	25.25433	21.89504	24.02893	22.89393	23.07517	21.68196	22.46349	22.78596
TTR	22.75574	22.52318	22.89343	21.26522	22.77056	23.4438	22.8809	22.83258	22.84132	19.98134	23.42098	22.7766	21.22423	23.25508	22.58109	21.56058	21.24301	19.70502
TF	22.34554	21.98739	21.90279	22.7601	20.38184	20.94557	21.80841	22.07408	22.37782	21.15351	22.95383	21.44834	23.01182	21.30552	20.69251	22.48743	22.29311	22.79951
HPX	21.58504	20.71146	22.224	20.91415	21.86314	21.97547	21.95024	22.6985	21.3393	21.2214	22.5623	21.95855	21.67319	21.81987	21.29362	21.07045	21.30764	21.26167
FTL	23.52648	23.83634	22.46019	21.39137	22.92528	22.05966	22.91945	24.21712	23.15623	22.57274	23.53623	23.49228	23.57392	23.91178	25.14507	23.9904	24.14359	23.95899
FTH1	22.45756	22.29816	22.52698	20.84476	22.51302	21.40213	22.25405	22.74333	22.67019	23.06562	22.26877	21.2723	23.24519	22.40899	25.13829	22.62408	22.44329	24.21564
VTN	23.75358	20.5483	22.6811	22.28718	21.76478	22.77876	22.77183	22.36946	22.73016	20.65997	24.52031	22.43069	21.61329	22.16803	23.99309	21.54727	22.11813	22.86701
CAT	18.05912	20.96374	22.88455	21.07051	22.07894	21.656	21.13715	21.65657	21.39388	20.7455	23.73242	22.31821	22.66199	20.64306	21.34743	22.5796	21.57519	22.48971
ALDOA	25.30727	24.5134	26.66939	26.04702	24.74268	23.46151	25.0206	25.40753	24.73366	24.32079	24.09039	25.08533	25.95176	25.21167	25.2863	24.79749	25.54548	26.09456
ANXA1	23.26127	24.24735	23.72234	23.02667	23.86759	22.59739	23.48112	22.95362	23.71712	23.78985	24.64526	23.78845	22.43025	23.70123	24.91447	24.09096	23.57427	22.53005
GAPDH	26.13894	25.29063	26.67128	25.77931	26.08483	24.94333	26.21984	26.38643	25.99781	25.34641	25.84754	25.85887	26.4272	26.02384	26.42977	26.09933	26.17072	26.82396
CAPNS1	22.68404	23.58944	21.95989	22.64922	22.80574	23.31188	23.45124	22.3751	22.34916	22.53417	20.21098	22.09922	20.59742	22.39393	22.15462	23.32375	21.03127	20.00512
